Data values,Data description,Area code,Area name,Indicator,Notes
1.34,Rate per 100,W01000856,Sketty 4,Police recorded public order offences per at-risk population,
0.78,Rate per 100,W01000856,Sketty 4,Police recorded criminal damage per at-risk population,
1.03,Rate per 100,W01000856,Sketty 4,Police recorded violence without injury per at-risk population,
1.67,Rate per 100,W01000856,Sketty 4,Police recorded stalking and harassment per at-risk population,
1.35,Rate per 100,W01000856,Sketty 4,Police recorded antisocial behaviour per at-risk population,
1.55,Rate per 100,W01000856,Sketty 4,Police recorded theft per at-risk population,
0.68,Rate per 100,W01000856,Sketty 4,Police recorded burglary per residential dwelling,
0.28,Rate per 100,W01000856,Sketty 4,Fire incidents per at-risk population,
0.28,Rate per 100,W01000857,Sketty 5,Police recorded violence with injury per at-risk population,
0.36,Rate per 100,W01000857,Sketty 5,Police recorded public order offences per at-risk population,
0.37,Rate per 100,W01000857,Sketty 5,Police recorded criminal damage per at-risk population,
,Rate per 100,W01000857,Sketty 5,Police recorded violence without injury per at-risk population,Confidential
0.69,Rate per 100,W01000857,Sketty 5,Police recorded stalking and harassment per at-risk population,
0.56,Rate per 100,W01000857,Sketty 5,Police recorded antisocial behaviour per at-risk population,
0.56,Rate per 100,W01000857,Sketty 5,Police recorded theft per at-risk population,
,Rate per 100,W01000857,Sketty 5,Police recorded burglary per residential dwelling,Confidential
0.12,Rate per 100,W01000857,Sketty 5,Fire incidents per at-risk population,
,Rate per 100,W01000858,Sketty 6,Police recorded violence with injury per at-risk population,Confidential
0.29,Rate per 100,W01000858,Sketty 6,Police recorded public order offences per at-risk population,
0.49,Rate per 100,W01000858,Sketty 6,Police recorded criminal damage per at-risk population,
,Rate per 100,W01000858,Sketty 6,Police recorded violence without injury per at-risk population,Confidential
0.42,Rate per 100,W01000858,Sketty 6,Police recorded stalking and harassment per at-risk population,
0.48,Rate per 100,W01000858,Sketty 6,Police recorded antisocial behaviour per at-risk population,
1.05,Rate per 100,W01000858,Sketty 6,Police recorded theft per at-risk population,
,Rate per 100,W01000858,Sketty 6,Police recorded burglary per residential dwelling,Confidential
0.05,Rate per 100,W01000858,Sketty 6,Fire incidents per at-risk population,
0.49,Rate per 100,W01000859,Sketty 7,Police recorded violence with injury per at-risk population,
0.42,Rate per 100,W01000859,Sketty 7,Police recorded public order offences per at-risk population,
0.42,Rate per 100,W01000859,Sketty 7,Police recorded criminal damage per at-risk population,
0.39,Rate per 100,W01000859,Sketty 7,Police recorded violence without injury per at-risk population,
0.56,Rate per 100,W01000859,Sketty 7,Police recorded stalking and harassment per at-risk population,
0.89,Rate per 100,W01000859,Sketty 7,Police recorded antisocial behaviour per at-risk population,
0.52,Rate per 100,W01000859,Sketty 7,Police recorded theft per at-risk population,
,Rate per 100,W01000859,Sketty 7,Police recorded burglary per residential dwelling,Confidential
0.03,Rate per 100,W01000859,Sketty 7,Fire incidents per at-risk population,
,Rate per 100,W01000860,Sketty 8,Police recorded violence with injury per at-risk population,Confidential
0.38,Rate per 100,W01000860,Sketty 8,Police recorded public order offences per at-risk population,
0.39,Rate per 100,W01000860,Sketty 8,Police recorded criminal damage per at-risk population,
0.33,Rate per 100,W01000860,Sketty 8,Police recorded violence without injury per at-risk population,
,Rate per 100,W01000860,Sketty 8,Police recorded stalking and harassment per at-risk population,Confidential
0.47,Rate per 100,W01000860,Sketty 8,Police recorded antisocial behaviour per at-risk population,
0.76,Rate per 100,W01000860,Sketty 8,Police recorded theft per at-risk population,
,Rate per 100,W01000860,Sketty 8,Police recorded burglary per residential dwelling,Confidential
0.3,Rate per 100,W01000860,Sketty 8,Fire incidents per at-risk population,
0.16,Rate per 100,W01000861,Sketty 9,Police recorded violence with injury per at-risk population,
0.23,Rate per 100,W01000861,Sketty 9,Police recorded public order offences per at-risk population,
0.18,Rate per 100,W01000861,Sketty 9,Police recorded criminal damage per at-risk population,
0.17,Rate per 100,W01000861,Sketty 9,Police recorded violence without injury per at-risk population,
0.1,Rate per 100,W01000861,Sketty 9,Police recorded stalking and harassment per at-risk population,
0.21,Rate per 100,W01000861,Sketty 9,Police recorded antisocial behaviour per at-risk population,
0.75,Rate per 100,W01000861,Sketty 9,Police recorded theft per at-risk population,
,Rate per 100,W01000861,Sketty 9,Police recorded burglary per residential dwelling,Confidential
0.26,Rate per 100,W01000861,Sketty 9,Fire incidents per at-risk population,
1.4,Rate per 100,W01000862,Townhill 1,Police recorded violence with injury per at-risk population,
1.23,Rate per 100,W01000862,Townhill 1,Police recorded public order offences per at-risk population,
1.42,Rate per 100,W01000862,Townhill 1,Police recorded criminal damage per at-risk population,
1.57,Rate per 100,W01000862,Townhill 1,Police recorded violence without injury per at-risk population,
2.18,Rate per 100,W01000862,Townhill 1,Police recorded stalking and harassment per at-risk population,
1.08,Rate per 100,W01000862,Townhill 1,Police recorded antisocial behaviour per at-risk population,
1.19,Rate per 100,W01000862,Townhill 1,Police recorded theft per at-risk population,
0.77,Rate per 100,W01000862,Townhill 1,Police recorded burglary per residential dwelling,
0.58,Rate per 100,W01000862,Townhill 1,Fire incidents per at-risk population,
1.21,Rate per 100,W01000863,Townhill 2,Police recorded violence with injury per at-risk population,
1.5,Rate per 100,W01000863,Townhill 2,Police recorded public order offences per at-risk population,
1.5,Rate per 100,W01000863,Townhill 2,Police recorded criminal damage per at-risk population,
1.04,Rate per 100,W01000863,Townhill 2,Police recorded violence without injury per at-risk population,
2.08,Rate per 100,W01000863,Townhill 2,Police recorded stalking and harassment per at-risk population,
2.1,Rate per 100,W01000863,Townhill 2,Police recorded antisocial behaviour per at-risk population,
1.56,Rate per 100,W01000863,Townhill 2,Police recorded theft per at-risk population,
1.17,Rate per 100,W01000863,Townhill 2,Police recorded burglary per residential dwelling,
0.59,Rate per 100,W01000863,Townhill 2,Fire incidents per at-risk population,
1.15,Rate per 100,W01000864,Townhill 3,Police recorded violence with injury per at-risk population,
1.2,Rate per 100,W01000864,Townhill 3,Police recorded public order offences per at-risk population,
1.27,Rate per 100,W01000864,Townhill 3,Police recorded criminal damage per at-risk population,
0.98,Rate per 100,W01000864,Townhill 3,Police recorded violence without injury per at-risk population,
2.01,Rate per 100,W01000864,Townhill 3,Police recorded stalking and harassment per at-risk population,
1.43,Rate per 100,W01000864,Townhill 3,Police recorded antisocial behaviour per at-risk population,
1.06,Rate per 100,W01000864,Townhill 3,Police recorded theft per at-risk population,
0.79,Rate per 100,W01000864,Townhill 3,Police recorded burglary per residential dwelling,
0.53,Rate per 100,W01000864,Townhill 3,Fire incidents per at-risk population,
0.74,Rate per 100,W01000865,Townhill 4,Police recorded violence with injury per at-risk population,
0.83,Rate per 100,W01000865,Townhill 4,Police recorded public order offences per at-risk population,
0.93,Rate per 100,W01000865,Townhill 4,Police recorded criminal damage per at-risk population,
0.66,Rate per 100,W01000865,Townhill 4,Police recorded violence without injury per at-risk population,
1.08,Rate per 100,W01000865,Townhill 4,Police recorded stalking and harassment per at-risk population,
1.13,Rate per 100,W01000865,Townhill 4,Police recorded antisocial behaviour per at-risk population,
0.86,Rate per 100,W01000865,Townhill 4,Police recorded theft per at-risk population,
,Rate per 100,W01000865,Townhill 4,Police recorded burglary per residential dwelling,Confidential
0.14,Rate per 100,W01000865,Townhill 4,Fire incidents per at-risk population,
1.43,Rate per 100,W01000866,Townhill 5,Police recorded violence with injury per at-risk population,
1.75,Rate per 100,W01000866,Townhill 5,Police recorded public order offences per at-risk population,
1.87,Rate per 100,W01000866,Townhill 5,Police recorded criminal damage per at-risk population,
1.31,Rate per 100,W01000866,Townhill 5,Police recorded violence without injury per at-risk population,
2.09,Rate per 100,W01000866,Townhill 5,Police recorded stalking and harassment per at-risk population,
1.97,Rate per 100,W01000866,Townhill 5,Police recorded antisocial behaviour per at-risk population,
1.42,Rate per 100,W01000866,Townhill 5,Police recorded theft per at-risk population,
,Rate per 100,W01000866,Townhill 5,Police recorded burglary per residential dwelling,Confidential
1.27,Rate per 100,W01000866,Townhill 5,Fire incidents per at-risk population,
0.66,Rate per 100,W01000867,Townhill 6,Police recorded violence with injury per at-risk population,
1.24,Rate per 100,W01000867,Townhill 6,Police recorded public order offences per at-risk population,
1.16,Rate per 100,W01000867,Townhill 6,Police recorded criminal damage per at-risk population,
0.89,Rate per 100,W01000867,Townhill 6,Police recorded violence without injury per at-risk population,
1.46,Rate per 100,W01000867,Townhill 6,Police recorded stalking and harassment per at-risk population,
1.06,Rate per 100,W01000867,Townhill 6,Police recorded antisocial behaviour per at-risk population,
0.76,Rate per 100,W01000867,Townhill 6,Police recorded theft per at-risk population,
,Rate per 100,W01000867,Townhill 6,Police recorded burglary per residential dwelling,Confidential
0.24,Rate per 100,W01000867,Townhill 6,Fire incidents per at-risk population,
,Rate per 100,W01000868,Uplands 1,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000868,Uplands 1,Police recorded public order offences per at-risk population,Confidential
0.49,Rate per 100,W01000868,Uplands 1,Police recorded criminal damage per at-risk population,
,Rate per 100,W01000868,Uplands 1,Police recorded violence without injury per at-risk population,Confidential
0.43,Rate per 100,W01000868,Uplands 1,Police recorded stalking and harassment per at-risk population,
0.64,Rate per 100,W01000868,Uplands 1,Police recorded antisocial behaviour per at-risk population,
1.12,Rate per 100,W01000868,Uplands 1,Police recorded theft per at-risk population,
,Rate per 100,W01000868,Uplands 1,Police recorded burglary per residential dwelling,Confidential
0.15,Rate per 100,W01000868,Uplands 1,Fire incidents per at-risk population,
0.71,Rate per 100,W01000869,Uplands 2,Police recorded violence with injury per at-risk population,
0.73,Rate per 100,W01000869,Uplands 2,Police recorded public order offences per at-risk population,
1.26,Rate per 100,W01000869,Uplands 2,Police recorded criminal damage per at-risk population,
0.81,Rate per 100,W01000869,Uplands 2,Police recorded violence without injury per at-risk population,
1.12,Rate per 100,W01000869,Uplands 2,Police recorded stalking and harassment per at-risk population,
1.19,Rate per 100,W01000869,Uplands 2,Police recorded antisocial behaviour per at-risk population,
2.61,Rate per 100,W01000869,Uplands 2,Police recorded theft per at-risk population,
1.39,Rate per 100,W01000869,Uplands 2,Police recorded burglary per residential dwelling,
0.48,Rate per 100,W01000869,Uplands 2,Fire incidents per at-risk population,
0.56,Rate per 100,W01000870,Uplands 3,Police recorded violence with injury per at-risk population,
1.35,Rate per 100,W01000870,Uplands 3,Police recorded public order offences per at-risk population,
0.71,Rate per 100,W01000870,Uplands 3,Police recorded criminal damage per at-risk population,
0.66,Rate per 100,W01000870,Uplands 3,Police recorded violence without injury per at-risk population,
0.93,Rate per 100,W01000870,Uplands 3,Police recorded stalking and harassment per at-risk population,
1.16,Rate per 100,W01000870,Uplands 3,Police recorded antisocial behaviour per at-risk population,
1.37,Rate per 100,W01000870,Uplands 3,Police recorded theft per at-risk population,
,Rate per 100,W01000870,Uplands 3,Police recorded burglary per residential dwelling,Confidential
0.29,Rate per 100,W01000870,Uplands 3,Fire incidents per at-risk population,
0.94,Rate per 100,W01000871,Uplands 4,Police recorded violence with injury per at-risk population,
0.99,Rate per 100,W01000871,Uplands 4,Police recorded public order offences per at-risk population,
